theta_deg,period_px,anchor,quant_rule,source,shift_frac,levels_used,eta_grating,eta_free_anchor,eta_legacy,eta_envelope,order_split,eta_total,steer_deg,nyquist_ok,alias_period_px,alias_reversed
135,2.40,free,nearest,computed,0.947222,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831028,0.831028,0.743001,0.515589,1,0.428469,2.0009,1,2.4000,0
315,2.40,free,nearest,rot180,0.947222,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831028,0.831028,0.743863,0.515589,1,0.428469,2.0009,1,2.4000,0
135,2.50,free,nearest,computed,0.533333,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831024,0.831024,0.743629,0.536516,1,0.445858,1.9208,1,2.5000,0
315,2.50,free,nearest,rot180,0.533333,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831024,0.831024,0.743129,0.536516,1,0.445858,1.9208,1,2.5000,0
135,2.60,free,nearest,computed,0.825000,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831037,0.831037,0.743424,0.555709,1,0.461814,1.8469,1,2.6000,0
315,2.60,free,nearest,rot180,0.825000,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831037,0.831037,0.743221,0.555709,1,0.461814,1.8469,1,2.6000,0
135,2.70,free,nearest,computed,0.222222,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831173,0.831173,0.743161,0.573325,1,0.476532,1.7785,1,2.7000,0
315,2.70,free,nearest,rot180,0.222222,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831173,0.831173,0.744432,0.573325,1,0.476532,1.7785,1,2.7000,0
135,2.80,free,nearest,computed,0.069444,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831051,0.831051,0.742830,0.589510,1,0.489912,1.7150,1,2.8000,0
315,2.80,free,nearest,rot180,0.069444,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831051,0.831051,0.744042,0.589510,1,0.489912,1.7150,1,2.8000,0
135,2.90,free,nearest,computed,0.700000,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831036,0.831036,0.743699,0.604397,1,0.502276,1.6558,1,2.9000,0
315,2.90,free,nearest,rot180,0.700000,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831036,0.831036,0.743360,0.604397,1,0.502276,1.6558,1,2.9000,0
135,3.00,free,nearest,computed,0.919444,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831037,0.831037,0.742847,0.618110,1,0.513672,1.6006,1,3.0000,0
315,3.00,free,nearest,rot180,0.919444,P0|P1|P2|P3|P4|P5|P6|P7|P8|P9|P10|P11|P12|P13|P14|P15,0.831037,0.831037,0.744032,0.618110,1,0.513672,1.6006,1,3.0000,0
